BondCode,BondName,Issuer,Term,CreditRating,BondType,IssueDate,CouponRate,_priority
127259,PR太科债,太仓市科教文化发展有限公司,7,AA,03,2015-09-28,5.54,30
127261,PR般阳债,淄博般阳城市资产经营有限公司,7,AA,03,2015-12-11,5.5,30
127262,PR连江债,福建省连江县国有资产投资运营有限公司,7,AA+,03,2015-11-13,6.29,30
127263,PR15沭阳,沭阳金源资产经营有限公司,7,AA+,03,2016-01-14,5.49,30
127264,15彬煤债,彬县煤炭有限责任公司,7,AA+,03,2015-11-11,8,30
127267,PR邵武债,邵武市城建国有资产投资营运有限公司,7,AA,03,2015-12-08,5.88,30
127268,PR汝州债,汝州市鑫源投资有限公司,6,AA,03,2015-10-14,6.3,30
127269,PR武夷债,南平武夷新区投资开发集团有限公司,7,AA,03,2015-11-04,4.96,30
127272,PR高邮债,高邮市建设投资发展集团有限公司,7,AA+,03,2016-03-17,5.48,30
127273,PR黑山债,黑山通和资产经营有限公司,7,AA+,03,2015-12-18,6.79,30
127274,PR铜城投,徐州市铜山区城市建设投资有限责任公司,7,AA,03,2016-01-15,5.23,30
127275,PR一师债,阿拉尔市西北兴业城市建设投资有限公司,7,AA,03,2015-11-19,5.35,30
127278,PR津地铁,天津市地下铁道集团有限公司,10,AAA,03,2015-12-21,4.27,30
127279,PR浏新城,湖南金阳新城建设发展集团有限公司,7,AAA,03,2016-02-19,4.43,30
127280,15魏桥债,山东魏桥铝电有限公司,7,AA+,03,2015-12-07,5.26,30
127281,PR邳经发,邳州经开控股集团有限公司,7,AA,03,2015-11-25,5,30
127282,PR贵路桥,贵州贵安建设集团有限公司,7,AAA,03,2015-12-07,4.17,30
127283,PR大同建,大同市经济建设投资集团有限责任公司,7,AAA,03,2015-12-08,4.49,30
127284,PR桐建债,桐城市建设投资发展有限责任公司,7,AA+,03,2016-09-08,5.47,30
127285,15茂名港,茂名港集团有限公司,7,AA+,03,2015-12-04,5.24,30
127286,PR沛城投,沛县城市投资开发有限公司,7,AA,03,2015-12-29,5.2,30
127287,PR芜新投,芜湖新马投资有限公司,7,AA+,03,2016-02-03,4.87,30
127288,PR通高新,南通高新控股集团有限公司,7,AA+,03,2015-12-02,5,30
127289,PR河池债,河池市城市投资建设发展有限公司,7,AA,03,2015-12-15,5.58,30
127290,PR伊国投,伊宁市国有资产投资经营(集团)有限责任公司,7,AA,03,2016-06-16,5.37,30
127291,PR苍南债,苍南县国有资产投资集团有限公司,7,AA,03,2015-12-16,5.58,30
127292,15国网03,国家电网有限公司,3,AAA,03,2015-12-08,3.5,30
127293,15国网04,国家电网有限公司,5,AAA,03,2015-12-08,3.79,30
127294,PR天心01,长沙天心城市建设投资开发集团有限公司,7,AAA,03,2015-12-09,4.2,30
127295,PR泰虹桥,泰兴市虹桥园工业开发有限公司,7,AA,03,2015-12-22,5.03,30
127296,15云能源,云南省能源投资集团有限公司,10,AAA,03,2015-12-21,4.8,30
127298,PR任丘债,任丘市建设投资集团有限公司,7,AA+,03,2015-12-16,5.68,30
127299,15蓬莱债,蓬莱市城市建设投资集团有限公司,7,AA+,03,2016-01-29,5.51,30
127300,15国泰债,国泰租赁有限公司,7,AA,03,2015-12-31,5.58,30
127301,PR武清投,天津市武清区国有资产经营投资有限公司,7,AAA,03,2015-12-30,4.15,30
127302,PR桂城投,桂阳县城市建设投资有限公司,7,AA+,03,2015-12-22,5.23,30
127303,PR秦汉债,陕西省西咸新区秦汉新城开发建设集团有限责任公司,7,AA,03,2016-01-27,5.15,30
127304,PR蒙金隆,内蒙古金隆工业园区开发建设有限公司,7,AA+,03,2015-12-22,7.3,30
127305,16穗港03,广州港集团有限公司,10,AAA,03,2016-12-09,3.38,0
127308,PR巴中债,巴中市国有资本运营集团有限公司,7,AA,03,2016-01-04,5.13,30
127309,PR赣陶债,景德镇陶文旅控股集团有限公司,7,AA,03,2015-12-31,5.38,30
127310,PR海城改,海安城市动迁改造有限公司,7,AA+,03,2016-01-14,5.08,30
127311,PR麒麟债,曲靖市麒麟区城乡建设投资(集团)有限公司,7,AA,03,2015-12-16,5.37,30
127312,15海航债,海航集团有限公司,7,AA+,03,2015-12-28,5.99,30
127313,PR东丽投,天津市东丽城市基础设施投资集团有限公司,7,AAA,03,2016-01-08,4.28,30
127314,PR睢润企,睢宁县润企投资有限公司,7,AA,03,2016-02-19,5.42,30
127315,15机场债,海航机场集团有限公司,7,AA,03,2016-01-07,6.88,30
127316,PR洛城债,洛阳城市发展投资集团有限公司,7,AA+,03,2015-12-29,4.47,30
127317,PR平崆旅,平凉文化旅游产业投资集团有限责任公司,7,AA+,03,2016-02-22,6.85,30
127318,15闽投专,福建省投资开发集团有限责任公司,10,AAA,03,2015-12-30,3.7,0
127319,PR日建债,日照市城市建设投资集团有限公司,7,AAA,03,2015-12-29,3.98,30
127321,15湘产债,湘江产业投资有限责任公司,7,AA,03,2015-12-31,4.95,30
127322,PR义城投,义乌市城市投资建设集团有限公司,7,AA+,03,2015-12-30,4.31,30
127323,PR海资债,泰州市海陵资产经营有限公司,7,AA+,03,2015-12-30,4.6,30
127324,PR达州02,达州发展(控股)有限责任公司,7,AA,03,2015-12-22,5.1,30
127326,15国网05,国家电网有限公司,3,AAA,03,2015-12-23,3.58,30
127327,15国网06,国家电网有限公司,5,AAA,03,2015-12-23,3.75,30
127328,PR长轨03,长沙市轨道交通集团有限公司,10,AA+,03,2016-01-14,4.1,30
127329,PR马高投,马鞍山慈湖高新技术产业开发区投资发展有限公司,7,AAA,03,2016-12-30,3.9,30
127330,PR和济投,江西和济投资有限公司,7,AA,03,2016-04-01,5.09,30
127331,PR威海投,威海蓝创建设投资有限公司,7,AA,03,2016-01-11,4.8,30
127332,PR凤城债,凤城市现代产业园区开发建设投资有限公司,7,AA,03,2016-09-27,5.76,30
127333,PR榕城02,福州市城乡建设发展总公司,7,AA+,03,2015-08-04,4.89,30
127334,15锡创投,无锡创业投资集团有限公司,7,AA+,03,2016-01-21,4.33,30
127335,PR昌乐债,昌乐县新城发展有限公司,7,AAA,03,2016-01-22,5.18,30
127337,PR潜城债,潜江市城市建设投资开发有限公司,7,AA+,03,2016-03-29,5.19,30
127338,PR宜高投,宜昌高新投资开发有限公司,7,AA,03,2016-02-22,4.8,30
127339,PR金昌债,金昌市建设投资开发(集团)有限责任公司,7,AA,03,2016-02-29,6.79,30
127340,15冀广02,中国广电河北网络股份有限公司,8,AA+,03,2016-02-05,4.28,30
127342,PR内双创,内江建工集团有限责任公司,7,AA,03,2016-04-01,5.03,0
127344,PR仁发债,仁寿发展投资集团有限公司,7,AA,03,2016-03-25,6.42,30
127345,PR盐高新,盐城高新区投资集团有限公司,7,AAA,03,2016-02-24,3.9,30
127347,15昆水务,昆明滇池水务股份有限公司,7,AA+,03,2016-03-16,4.35,30
127348,PR响水债,响水县灌江控股集团有限公司,7,AA+,03,2016-01-14,4.98,30
127349,PR邵东债,湖南邵东生态产业园开发建设投资有限责任公司,7,AA,03,2016-03-09,6.5,0
127350,PR浙滨债,浙江滨海新区投资发展集团有限公司,7,AA+,03,2016-01-22,4.65,30
127351,PR黔畅达,黔东南州交通旅游建设投资集团有限公司,7,AA,03,2016-01-11,5.79,0
127352,16恒投01,广东恒健投资控股有限公司,10,AAA,03,2016-06-02,4.1,30
127353,PR渝缙云,重庆缙云资产经营(集团)有限公司,7,AA+,03,2016-02-15,4.5,30
127354,PR梅建投,梅州市梅县区伟业基础设施建设投资有限公司,7,AA,03,2016-03-10,5,30
127355,PR凯投01,贵州省凯里城镇建设投资有限公司,7,AA,03,2016-02-24,5.29,30
127356,PR常德债,常德市城市建设投资集团有限公司,7,AAA,03,2016-01-26,3.59,30
127357,PR永经投,永州市经济建设投资发展集团有限责任公司,7,AAA,03,2016-01-28,3.55,30
127358,PR平阳债,平阳县国资发展有限公司,7,AA,03,2016-01-29,4.97,30
127359,16穗金控,广州金融控股集团有限公司,10,AAA,03,2016-03-04,3.48,0
127360,PR兴义债,兴义市信恒城市建设投资有限公司,7,AA,03,2016-03-07,5.4,30
127361,PR老边01,营口市老边区城市建设投资发展有限公司,7,AA,03,2016-06-30,5.63,30
127362,16闽投01,福建省投资开发集团有限责任公司,8,AAA,03,2016-02-02,3.2,0
127363,PR新沂投,新沂市城市投资发展集团有限公司,7,AA,03,2016-03-25,4.3,30
127364,PR潼南债,重庆市潼南区城市建设投资(集团)有限公司,7,AA,03,2016-03-24,4.99,30
127365,PR渝两江,重庆两江新区开发投资集团有限公司,5,AAA,03,2016-02-05,3.17,30
127367,PR沪城建,上海城建(集团)有限公司,7,AAA,03,2016-02-29,3.5,30
127368,PR衡阳债,衡阳市交通建设投资有限公司,7,AA,03,2016-04-19,4.28,30
127370,16奥德01,奥德集团有限公司,7,AA+,03,2016-05-31,5.77,30
127371,PR普兰店,大连市普兰店区建设投资有限公司,5,AAA,03,2016-03-04,3.8,30
127372,PR大理债,大理海东开发投资集团有限公司,7,AA,03,2016-03-23,6.01,30
127373,PR枝江01,枝江市国有资产经营中心,7,AA,03,2016-04-05,4.78,30
127374,PR六盘水,六盘水市开发投资有限公司,7,AAA,03,2016-03-17,3.74,30
127375,PR五家渠,新疆国恒投资发展集团有限公司,7,AAA,03,2016-04-18,3.6,30
127377,PR黄冈债,黄冈市城市建设投资有限公司,7,AA,03,2016-03-14,4.08,30
127378,PR禹州债,禹州市投资总公司,7,AA+,03,2016-04-08,4.68,30
127379,PR泗阳债,泗阳县民康农村经济发展有限公司,7,AA+,03,2016-05-25,4.94,30
127380,PR阿勒泰,阿勒泰地区国有资产投资经营有限公司,7,AA,03,2016-03-10,4.85,30
127381,PR仪征发,仪征市城市发展投资控股集团有限公司,7,AA+,03,2016-01-29,4.63,30
127382,16赣投债,江西省投资集团有限公司,10,AA+,03,2016-07-11,3.7,30
127383,PR宁乡债,宁乡经济技术开发区建设投资有限公司,7,AAA,03,2016-02-18,3.87,30
127384,PR开福01,长沙开福城市建设投资有限公司,7,AA+,03,2016-03-22,4.2,30
127385,PR兴资债,资中县兴资投资开发集团有限责任公司,7,AA+,03,2016-03-09,5.97,30
127386,PR丹投资,丹阳投资集团有限公司,7,AAA,03,2016-03-16,3.99,30
127387,PR雨花债,长沙市雨花城市建设投资集团有限公司,7,AAA,03,2016-02-19,3.8,30
127388,PR瓯专项,浙江瓯海城市建设投资集团有限公司,7,AA,03,2016-05-03,4.83,0
127390,PR芙蓉债,长沙市芙蓉城市建设投资集团有限公司,7,AAA,03,2016-03-25,3.88,30
127391,PR瓦沿海,瓦房店沿海项目开发有限公司,7,AAA,03,2016-03-22,3.98,30
127392,PR平交投,平潭综合实验区交通投资集团有限公司,5,AAA,03,2016-03-29,3.92,30
127395,PR吉城建,吉林市城市建设控股集团有限公司,7,AAA,03,2016-03-30,3.8,30
127396,16陕旅债,陕西旅游集团有限公司,7,AA,03,2016-04-13,4.58,30
127397,PR耒阳债,耒阳市国有资产投资经营集团有限公司,7,AA,03,2016-05-18,6.4,0
127398,PR威海债,威海市城市开发投资有限公司,7,AAA,03,2016-03-24,3.33,30
127399,16鲁信债,山东省鲁信投资控股集团有限公司,7,AAA,03,2016-04-07,3.36,30
127400,16广晟01,广东省广晟控股集团有限公司,15,AAA,03,2016-04-05,3.7,30
127401,PR铜建专,铜陵市建设投资控股有限责任公司,7,AA,03,2016-04-06,4.12,0
127402,PR下城债,杭州市拱墅区城市建设投资发展集团有限公司,7,AA,03,2016-04-15,3.8,30
127403,PR老边02,营口市老边区城市建设投资发展有限公司,7,AA,03,2016-06-30,4.98,30
127404,16唐金债,唐山金融控股集团股份有限公司,7,AA,03,2016-07-12,4.35,30
127405,PR盐都债,盐城市盐都区国有资产投资经营有限公司,7,AAA,03,2016-04-22,3.67,30
127407,PR汇盛债,浙江汇盛投资集团有限公司,8,AA,03,2016-05-19,4.49,30
127408,PR港经开,张家港经开区控股集团有限公司,7,AA,03,2016-04-06,3.95,30
127409,PR渝产债,重庆市地产集团有限公司,7,AAA,03,2016-04-08,3.36,30
127410,PR德投债,德兴市投资控股集团有限公司,7,AA,03,2016-05-06,5.99,30
127412,PR鸠江债,芜湖市鸠江建设投资有限公司,7,AA+,03,2016-04-14,3.96,30
127413,PR皋交投,如皋市交通产业集团有限公司,7,AAA,03,2016-06-22,3.74,30
127414,PR邕高01,南宁高新产业建设开发集团有限公司,7,AA,03,2016-04-19,4.28,30
127415,PR三明交,三明市交通建设发展集团有限公司,7,AAA,03,2016-05-09,3.68,30
127416,PR贾汪债,徐州市贾汪城市建设投资有限公司,7,AAA,03,2016-07-19,4,30
127417,16榕高新,福州高新区投资控股有限公司,7,AA,03,2016-07-12,4.36,30
127418,PR启交通,启东交通投资集团有限公司,7,AA,03,2016-05-04,4,30
127419,PR启国控,启东国有资产投资控股有限公司,7,AA+,03,2016-05-16,4,30
127420,PR渝开债,重庆经开区开发建设有限公司,7,AAA,03,2016-06-24,3.95,30
127424,PR惠开债,无锡惠开经济发展集团有限公司,7,AA,03,2016-05-30,4.16,30
127425,16穗港01,广州港集团有限公司,10,AAA,03,2016-05-19,3.57,0
127426,PR两江01,重庆两江新区开发投资集团有限公司,5,AAA,03,2016-05-17,3.6,0
127427,PR渤海01,天津渤海国有资产经营管理有限公司,7,AAA,03,2016-05-19,3.82,30
127428,PR渤海02,天津渤海国有资产经营管理有限公司,10,AAA,03,2016-05-19,4.1,30
127429,G16京汽1,北京汽车股份有限公司,7,AAA,03,2016-06-29,3.45,0
127430,PR淮资债,淮安市淮安区城市资产经营有限公司,7,AAA,03,2016-06-29,4.63,30
127431,PR16洛新,洛阳城乡建设投资集团有限公司,7,AAA,03,2016-05-25,4.28,30
127432,PR太新01,无锡市太湖新城发展集团有限公司,7,AAA,03,2016-08-18,4.49,30
127433,PR海发债,江苏海州发展集团有限公司,7,AAA,03,2016-08-09,4.67,30
127434,16晋煤01,晋能控股装备制造集团有限公司,5,AAA,03,2016-05-23,6.8,30
127435,PR磁湖01,黄石磁湖高新科技发展有限公司,7,AAA,03,2016-08-01,4.5,30
127437,PR扬城投,扬中市城市建设投资发展集团有限公司,7,AAA,03,2016-08-12,5.15,30
127438,PR望城建,望城经开区投资建设集团有限公司,7,AAA,03,2016-08-04,3.75,0
127439,PR樟树债,樟树市国有资产营运有限责任公司,7,AA+,03,2016-08-04,4.8,30
127440,PR惠投01,南通市通州区惠通投资有限责任公司,7,AAA,03,2016-08-17,3.75,30
127441,PR苏筑富,江苏筑富实业投资有限公司,7,AA+,03,2016-08-10,4.47,30
127442,16广晟02,广东省广晟控股集团有限公司,15,AAA,03,2016-09-05,3.75,30
127443,PR湘潭01,湘潭市城市建设投资经营有限责任公司,7,AAA,03,2016-08-26,3.6,0
127445,PR两江02,重庆两江新区开发投资集团有限公司,5,AAA,03,2016-09-26,3.1,0
127446,16穗城02,广州市城市建设投资集团有限公司,10,AAA,03,2016-09-02,3.33,0
127447,PR宁地铁,南京地铁集团有限公司,7,AAA,03,2016-11-09,3.29,30
127448,PR天心02,长沙天心城市建设投资开发集团有限公司,7,AAA,03,2016-10-13,3.43,30
127449,PR太新02,无锡市太湖新城发展集团有限公司,7,AAA,03,2016-10-20,3.47,30
127450,PR16晋城,福建省晋江城市建设投资开发集团有限责任公司,7,AAA,03,2016-09-21,3.35,30
127451,G17龙湖1,重庆龙湖企业拓展有限公司,5,AAA,03,2017-03-09,4.4,0
127452,PR硚口债,武汉市硚口国有资产经营有限公司,7,AAA,03,2016-12-02,3.48,30
127453,PR建安01,建安投资控股集团有限公司,7,AAA,03,2016-10-13,3.5,30
127454,PR南管廊,南昌市建设投资集团有限公司,10,AAA,03,2016-10-19,3.58,0
127455,PR广陵债,扬州市广陵新城投资发展有限公司,7,AAA,03,2016-10-27,3.62,30
127456,16穗港02,广州港集团有限公司,10,AAA,03,2016-11-18,3.19,0
127457,PR广饶债,广饶县经济发展投资集团有限公司,7,AAA,03,2016-10-20,3.61,30
127458,PR济市中,济宁市市中区城建投资有限公司,7,AAA,03,2016-10-20,3.52,0
127459,16广晟03,广东省广晟控股集团有限公司,15,AAA,03,2016-11-24,3.6,30
127461,G16国网1,国家电网有限公司,3,AAA,03,2016-10-28,2.8,0
127462,G16国网2,国家电网有限公司,5,AAA,03,2016-10-28,2.99,0
127463,PR溧经技,南京溧水经济技术开发集团有限公司,7,AAA,03,2016-11-24,3.41,30
127464,16京投01,北京市基础设施投资有限公司,5,AAA,03,2016-11-17,2.99,30
127465,PR德清投,德清县建设投资有限公司,7,AAA,03,2016-12-05,3.6,30
127467,G17龙湖2,重庆龙湖企业拓展有限公司,7,AAA,03,2017-03-09,4.67,0
127468,PR长经01,长沙经济技术开发集团有限公司,7,AAA,03,2017-04-05,4.78,30
127469,17首房专,北京首钢房地产开发有限公司,10,AAA,03,2017-03-30,5.49,0
127470,G17龙湖3,重庆龙湖企业拓展有限公司,7,AAA,03,2017-03-21,4.75,0
127471,PR苏众安,江苏众安建设投资(集团)有限公司,7,AAA,03,2017-04-07,5.65,30
127472,PR宿裕丰,宿迁裕丰产业投资发展管理集团有限公司,7,AAA,03,2017-06-26,5.5,30
127473,PR慈溪债,慈溪市国有资产投资控股有限公司,7,AAA,03,2017-04-19,4.9,30
127474,PR三明国,三明市投资发展集团有限公司,7,AAA,03,2017-05-02,5.1,30
127475,PR宿经开,宿迁经济开发集团有限公司,7,AAA,03,2017-05-04,5.4,30
127476,PR众邦债,黄石市众邦城市住房投资有限公司,7,AAA,03,2017-07-07,5.95,30
127477,PR邳润债,邳州市润城资产经营集团有限公司,7,AAA,03,2017-05-15,5.65,30
127478,PR新交通,新沂市交通投资有限公司,7,AAA,03,2017-05-10,5.35,30
127479,PR瀚瑞01,江苏瀚瑞投资控股有限公司,7,AAA,03,2016-05-20,4.63,30
127480,PR陂城债,武汉市黄陂区城建投资开发有限公司,7,AAA,03,2017-05-11,5.48,30
127481,17京投01,北京市基础设施投资有限公司,5,AAA,03,2017-04-28,4.2,30
127482,PR产建1,浏阳现代制造产业建设投资开发有限公司,7,AAA,03,2017-05-15,5.75,0
127483,PR宝城投,宝鸡市投资(集团)有限公司,7,AAA,03,2017-06-05,5.05,30
127484,17乌城投,乌鲁木齐城市建设投资(集团)有限公司,4,AAA,03,2017-05-12,5.18,0
127485,PR枞阳债,枞阳县投资发展有限公司,7,AAA,03,2017-05-16,5.85,30
127486,PR威高新,威海高新城市建设发展有限公司,7,AAA,03,2017-05-11,5.32,30
127488,PR惠通投,南通市通州区惠通投资有限责任公司,7,AAA,03,2017-05-05,4.88,30
127489,PR六交投,六盘水市交通投资开发有限责任公司,7,AAA,03,2017-05-26,5.98,30
127490,PR延新投,延安市新区投资开发建设有限公司,7,AAA,03,2017-06-23,5.6,30
127491,PR灌东债,盐城市灌东经济开发投资有限公司,7,AAA,03,2017-07-19,6.42,30
127492,PR海盐债,海盐县国有资产经营有限公司,7,AAA,03,2017-06-27,5.8,30
127493,PR郑通01,郑州通航建设发展有限公司,7,AAA,03,2017-07-18,5.98,30
127494,PR泰高港,泰州市高港高新区开发建设有限责任公司,7,AAA,03,2017-07-17,5.54,30
127495,G17京汽1,北京汽车股份有限公司,7,AAA,03,2017-07-21,4.72,0
127496,PR毕节01,毕节市建设投资有限公司,7,AAA,03,2017-07-19,5.78,0
127497,PR永兴01,永兴银都投资发展集团有限公司,7,AA,03,2017-07-17,6.93,30
127499,PR秦投01,四川秦巴新城投资集团有限公司,7,AA,03,2017-07-18,6.68,30
127500,PR青投01,青州市城市建设投资开发有限公司,7,AA,03,2017-11-30,6.4,30
127501,PR望铜官,长沙望源开发建设有限公司,10,AAA,03,2017-07-21,5.73,0
127502,PR宿迁01,宿迁市城市建设投资(集团)有限公司,7,AA+,03,2017-08-16,5.3,30
127503,PR即旅债,青岛市即墨区城市旅游开发投资有限公司,7,AA+,03,2017-07-19,5.35,30
127504,PR沛国经,沛县国有资产经营有限公司,7,AA,03,2017-07-31,5.98,30
127505,PR榕经开,福州开发区国有资产营运有限公司,7,AAA,03,2017-07-18,3.53,30
127506,PR扬经开,扬州经济技术开发区开发(集团)有限公司,7,AAA,03,2017-07-25,5.28,30
127507,PR永州投,永州市城市发展集团有限责任公司,7,AAA,03,2017-07-21,5.3,30
127508,PR蚌经投,蚌埠经济开发区投资集团有限公司,7,AA,03,2017-07-27,6.45,30
127509,PR邮发02,高邮市经济发展总公司,7,AAA,03,2017-07-27,5.26,30
127510,PR诸经开,诸城市经开投资发展有限公司,7,AAA,03,2017-08-08,5.37,30
127512,PR民科债,温州东部新城建设投资集团有限公司,7,AA,03,2017-08-02,6.44,30
127513,PR广国投,广德市国有资产投资经营有限公司,7,AAA,03,2017-07-28,5.37,30
127514,PR白云01,贵阳白云城市建设投资集团有限公司,7,AA,03,2017-08-03,6.48,30
127515,PR鼎力债,常德鼎力投资开发有限公司,7,AA,03,2017-07-31,6.1,30
127516,PR诸资01,诸暨市国有资产经营有限公司,7,AA+,03,2017-07-25,5.34,30
127517,PR荆投债,荆州市城市建设投资开发有限公司,7,AA,03,2017-08-21,5.68,0
127518,PR嵊州债,嵊州市投资控股有限公司,7,AAA,03,2017-08-04,5.35,30
127519,PR桂阳投,桂阳县城市建设投资有限公司,7,AA+,03,2017-08-04,5.98,30
127520,PR伟驰01,伟驰控股集团有限公司,7,AA,03,2017-08-04,6.18,30
127521,PR邮发01,高邮市经济发展总公司,7,AA+,03,2017-07-27,3.65,30
127522,17厦轨01,厦门轨道建设发展集团有限公司,9,AAA,03,2017-08-02,4.55,30
127523,PR启创债,启东创新投资集团有限公司,7,AAA,03,2017-08-08,5.16,30
127524,PR诸资02,诸暨市国有资产经营有限公司,7,AA+,03,2017-08-08,5.23,30
127525,PR兴宁债,兴宁市永业基础设施建设投资有限公司,7,AAA,03,2017-08-08,5.99,30
127526,PR襄经债,襄阳东津国有资本投资集团有限公司,7,AA,03,2017-08-03,6.1,30
127527,PR攀投债,贵州六盘水攀登开发投资贸易有限公司,7,AA,03,2017-08-11,7.3,0
127528,PR新天债,郴州市新天投资有限公司,7,AA,03,2017-08-09,6,30
127529,PR秦投02,四川秦巴新城投资集团有限公司,7,AA,03,2017-08-02,6.91,30
127531,PR浠凤01,浠水县凤翥投资开发有限公司,7,AA+,03,2017-08-10,6.52,30
127532,PR红投债,红河州开发投资控股集团有限公司,7,AAA,03,2017-08-04,5.9,0
127533,PR惠华02,岳阳惠华城市投资发展集团有限公司,7,AA+,03,2017-08-24,5.96,30
127534,PR衡滨江,衡阳市滨江新区投资有限公司,7,AAA,03,2017-08-09,5.47,30
127535,PR古蔺专,古蔺县国有资产经营有限责任公司,7,AA+,03,2017-09-21,5.96,0
127536,PR黔投,黔南州投资有限公司,7,AA,03,2017-08-09,6.77,0
127537,PR咸宁债,咸宁市城市建设投资开发有限公司,10,AA,03,2017-08-21,5.99,30
127539,PR雨山01,马鞍山市雨山区城市发展投资集团有限责任公司,7,AAA,03,2017-08-22,5.62,30
127540,G17龙源2,龙源电力集团股份有限公司,7,AAA,03,2017-08-15,4.78,0
127541,PR新津02,成都市新津县国有资产投资经营有限责任公司,7,AA,03,2017-09-08,6.28,0
127542,PR铜建01,铜陵市建设投资控股有限责任公司,7,AA,03,2017-08-16,5.77,30
127544,PR张家界,张家界市经济发展投资集团有限公司,10,AA,03,2017-08-16,6.47,0
127545,PR毕节02,毕节市建设投资有限公司,7,AAA,03,2017-08-14,5.55,0
127546,PR含浦债,湖南智谷投资发展集团有限公司,7,AA+,03,2017-08-28,5.8,30
127547,PR宿新债,宿州市新区建设投资集团有限公司,7,AAA,03,2017-08-17,5.98,30
127548,PR安皖江,安庆皖江高科技投资发展有限公司,7,AA,03,2017-09-29,6.5,30
127549,PR泗专项,泗阳县民康农村经济发展有限公司,7,AA,03,2017-12-22,7.4,0
127550,PR包头01,包头市保障性住房发展建设投资有限公司,7,AAA,03,2017-09-21,5.25,30
127551,PR湖滨01,宿迁市湖滨新城投资开发有限公司,7,AA,03,2017-08-29,6.85,30
127552,PR黄岩01,台州市黄岩国有资本投资运营集团有限公司,7,AA,03,2017-08-14,6.1,30
127553,PR金投01,重庆市金潼工业建设投资有限公司,7,AA,03,2017-08-21,6.5,30
127554,PR开投债,江苏开源投资集团有限公司,7,AA,03,2017-08-21,7.08,30
127555,PR柔刚02,遂宁柔刚投资集团有限公司,7,AA,03,2017-09-14,6.8,30
127556,PR靖新债,靖江市滨江新城投资开发有限公司,7,AAA,03,2017-08-25,5.37,0
127557,17广铁01,广州地铁集团有限公司,10,AAA,03,2017-08-18,4.84,0
127558,PR蒲城债,蒲城县投资发展有限公司,7,AA+,03,2017-09-08,6.57,30
127559,17粤海01,广东粤海控股集团有限公司,10,AAA,03,2017-08-25,4.77,0
127560,17厦轨02,厦门轨道建设发展集团有限公司,9,AAA,03,2017-08-25,4.61,30
127561,PR宁国投,宁国市国有资产投资运营有限公司,7,AA+,03,2017-08-16,7.14,30
127562,PR株湘江,株洲市湘江投资集团有限公司,7,AA,03,2017-08-21,6.4,30
127563,PR怀建投,怀化国际陆港经济开发区开发建设投资有限公司,7,AAA,03,2017-08-30,5.77,30
127564,PR鄱阳债,鄱阳投资发展集团有限公司,7,AA+,03,2017-09-01,6.53,30
127565,PR淮水债,淮安市投资控股集团有限公司,7,AAA,03,2017-08-31,5.28,30
127566,PR永兴02,永兴银都投资发展集团有限公司,7,AA,03,2017-08-22,6.5,30
127568,PR萍昌债,江西省萍乡市昌盛城市投资有限公司,7,AA+,03,2017-08-25,6,30
127569,PR宁开02,江苏高淳经济开发区开发集团有限公司,7,AA+,03,2017-08-25,6.08,30
127570,PR产建2,浏阳现代制造产业建设投资开发有限公司,7,AA+,03,2017-08-23,5.88,0
127571,PR淄创01,淄博高新城市投资运营集团有限公司,7,AAA,03,2017-08-25,5.28,0
127572,PR包头02,包头市保障性住房发展建设投资有限公司,7,AAA,03,2017-09-22,5.31,30
127573,PR秭归01,秭归县楚元控股集团有限责任公司,10,AA+,03,2017-11-14,7.08,0
127574,17宜城投,宜昌市城市建设投资开发有限公司,10,AA+,03,2017-09-01,5.77,30
127576,PR铜建02,铜陵市建设投资控股有限责任公司,7,AA,03,2017-09-15,5.8,30
127577,PR濮阳债,濮阳市投资集团公司,7,AAA,03,2017-09-08,5.18,0
127578,PR启城投,启东城投集团有限公司,7,AAA,03,2017-09-08,5.25,30
127579,PR信泰债,毕节市信泰投资有限公司,7,AA,03,2017-11-16,7.8,30
127580,17石桥01,大石桥市城市建设投资有限公司,7,AA,03,2017-08-29,7.59,30
127581,PR运通债,南通运通港务发展有限公司,7,AAA,03,2017-09-01,6.13,30
127582,PR渌湘投,株洲渌湘投资发展集团有限公司,7,AA+,03,2017-09-04,7.09,30
127584,PR湘管廊,湘乡市城市建设投资开发有限公司,7,AA,03,2017-11-13,7.5,0
127585,PR宝开01,宝应县开发投资有限公司,7,AAA,03,2017-09-15,5.45,30
127587,PR新东观,贵州新东观城市建设投资有限责任公司,7,AA,03,2017-09-15,7.7,30
127588,PR柯城02,绍兴市柯桥区城建投资开发集团有限公司,7,AA,03,2017-08-25,5.74,30
127589,G17武铁1,武汉地铁集团有限公司,15,AAA,03,2017-09-08,4.99,0
127590,PR威经发,威海经济技术开发区国有资产经营集团有限公司,7,AA,03,2017-09-22,5.8,30
127591,PR吴国太,苏州吴中国太发展有限公司,10,AA,03,2017-09-07,6.4,0
127592,PR资兴02,资兴市成诚投资有限公司,7,AA+,03,2017-08-31,6.18,30
127593,PR金洲投,长沙金洲新城开发建设投资有限公司,7,AA,03,2017-09-06,6.6,0
127594,PR17泾河,陕西省西咸新区泾河新城开发建设(集团)有限公司,7,AA,03,2017-09-14,6.67,30
127595,PR兴蜀债,成都兴蜀投资开发有限责任公司,7,AA+,03,2018-02-06,6.78,0
