BondCode,BondName,Issuer,Term,CreditRating,BondType,IssueDate,CouponRate,_priority
111015,01三峡10,中国长江电力股份有限公司,10,AAA,03,2002-04-19,4,130
111016,01广核债,中国广核集团有限公司,7,AAA,03,2002-06-06,4.12,130
111017,02电网3,国家电力公司,3,AAA,03,2002-12-10,3.5,130
111018,02电网15,国家电力公司,15,AAA,03,2002-12-10,4.86,130
111019,02广核债,中国广核集团有限公司,15,AAA,03,2003-08-18,4.5,130
111020,03华能1,中国华能集团公司,10,AAA,03,2004-11-19,4.6,130
111021,03华能2,中国华能集团公司,10,AAA,03,2004-11-19,3.78,130
111022,04首旅债,北京首都旅游集团有限责任公司,10,AAA,03,2004-11-16,3.73,130
111024,04华电1,中国华电集团公司,10,AAA,03,2005-09-07,5.4,130
111025,04华电2,中国华电集团公司,10,AAA,03,2005-09-07,4.28,130
111026,05粤交通,广东省交通集团有限公司,15,AAA,03,2005-10-18,5.3,130
111027,03石油债,中国石油天然气股份有限公司,10,AAA,03,2005-12-12,4.11,130
111028,05神华债,神华集团有限责任公司,7,AAA,03,2006-05-18,5.25,130
111029,06豫投债,河南投资集团有限公司,10,AAA,03,2006-12-25,4.3,130
111030,05泰达债,天津泰达投资控股有限公司,10,AAA,03,2006-06-30,4.65,130
111031,06鄂能债,湖北省能源集团有限公司,10,AAA,03,2006-08-29,4.05,130
111032,06鲁能债,鲁能集团有限公司,15,AAA,03,2006-08-15,4.4,130
111035,06节能债,中国节能环保集团公司,10,AAA,03,2007-02-12,4.05,130
111037,08昆建债,昆明市城建投资开发有限责任公司,5,AA,03,2008-04-30,6.12,130
111038,08西基投,西安城市基础设施建设投资集团有限公司,5,AA,03,2008-04-28,6.7,130
111039,ST奈伦债,内蒙古奈伦集团股份有限公司,7,AA,03,2008-06-25,8,130
111040,08甬交投,宁波交通投资控股有限公司,5,AA,03,2008-09-04,6.9,130
111041,08铁岭债,铁岭公共资产投资运营有限公司,7,AA,03,2008-09-12,8.35,130
111042,08嘉城投,嘉兴城市建设投资有限公司,7,AA+,03,2008-09-26,7.05,130
111043,08湘有色,湖南有色金属控股集团有限公司,10,AA+,03,2008-11-03,5.8,130
111044,08吉高速,吉林省高速公路集团有限公司,5,AA,03,2008-12-01,5.65,130
111045,08西城投,西宁城市投资管理有限公司,7,AA,03,2009-01-21,6.38,130
111046,08东特债,东北特殊钢集团有限责任公司,7,AA,03,2009-01-12,7.1,130
111047,08长兴债,长兴交通投资集团有限公司,7,AA,03,2009-02-16,8.13,130
111048,09渝水投,重庆市水利投资(集团)有限公司,7,AA,03,2009-03-09,5.92,130
111049,09绍水务,绍兴市水务集团有限公司,7,AA+,03,2009-05-11,5.78,130
111050,09华菱债,湖南华菱钢铁集团有限责任公司,10,AA+,03,2009-03-09,5.2,130
111051,09怀化债,怀化市城市建设投资有限公司,10,AA,03,2009-03-25,8.1,130
111052,09哈城投,哈尔滨市城市建设投资集团有限公司,10,AA,03,2009-04-20,7.08,130
111053,09许继债,许继集团有限公司,6,AA,03,2009-05-04,4.6,130
111055,09华西债,江苏华西集团公司,7,AA,03,2009-06-23,6.05,130
111056,09湖交投,湖州市交通投资集团有限公司,7,AA+,03,2009-07-15,5.48,130
111057,09兖城投,济宁市兖州区惠民城建投资有限公司,7,AA,03,2009-11-20,6.8,130
111058,09黄城投,黄石市城市建设投资开发有限责任公司,8,AA+,03,2010-04-22,6.98,130
111059,09宿建投,宿州市城市建设投资集团(控股)有限公司,7,AA+,03,2010-03-11,7.48,130
111060,10佳城投,佳木斯市新时代城市基础设施建设投资(集团)有限公司,7,AA+,03,2010-05-10,7.88,130
111062,10并高铁,太原市高速铁路投资有限公司,10,AA+,03,2010-11-10,5.18,130
111063,11富阳债,富阳市城市建设投资集团有限公司,7,AA,03,2011-04-18,7.33,130
111064,ST长交债,长兴交通投资集团有限公司,7,AA,03,2011-05-26,7.2,130
111068,16清新G1,北京清新环境技术股份有限公司,5,AA,03,2017-02-14,3.7,100
111069,16格林G1,格林美股份有限公司,7,AA,03,2017-02-14,4.47,130
111070,17恒逸01,浙江恒逸集团有限公司,7,AA,03,2018-07-17,7.8,130
111071,18河钢G1,河钢股份有限公司,5,AAA,03,2018-05-18,5.42,100
111072,18美尚01,美尚生态景观股份有限公司,7,AAA,03,2018-12-14,7.2,100
111073,18投控01,深圳市投资控股有限公司,10,AAA,03,2018-12-21,4.17,130
111074,18投控02,深圳市投资控股有限公司,5,AAA,03,2018-12-21,4.15,130
111075,18亚迪G1,比亚迪股份有限公司,5,AAA,03,2019-01-29,4.98,100
111076,19新兴G1,新兴铸管股份有限公司,5,AA+,03,2019-02-28,4.25,100
111077,19深能G1,深圳能源集团股份有限公司,10,AAA,03,2019-03-07,4.05,100
111078,19新兴G2,新兴铸管股份有限公司,5,AA+,03,2019-04-19,4.25,100
111079,19恒逸债,浙江恒逸集团有限公司,7,AA+,03,2019-06-24,7.2,130
111080,18恒逸债,浙江恒逸集团有限公司,7,AA+,03,2019-04-26,7.45,130
111081,19兴蓉G1,成都市兴蓉环境股份有限公司,5,AAA,03,2019-05-14,4.26,100
111082,19木森G1,木林森股份有限公司,5,AA,03,2019-06-24,7,130
111083,19亚迪G1,比亚迪股份有限公司,5,AAA,03,2019-07-11,4.86,100
111084,19深能G2,深圳能源集团股份有限公司,10,AAA,03,2019-07-11,4.15,100
111085,19芜专01,芜湖市投资控股集团有限公司,7,AA+,03,2019-11-06,4.58,100
111086,19华发债,珠海华发集团有限公司,10,AAA,03,2019-11-15,4.43,130
111087,19兴蓉G2,成都市兴蓉环境股份有限公司,5,AAA,03,2019-12-09,3.58,100
111088,20华发债,珠海华发集团有限公司,10,AAA,03,2020-02-03,4.05,130
111089,20芜专01,芜湖市投资控股集团有限公司,7,AA+,03,2020-03-05,3.79,100
111090,20SZMC01,深圳市地铁集团有限公司,7,AAA,03,2020-05-08,3.46,130
111091,20SZMC02,深圳市地铁集团有限公司,3,AAA,03,2020-05-08,2.39,130
111092,20SZMC03,深圳市地铁集团有限公司,3,AAA,03,2020-07-09,3.2,130
111093,20珠华02,珠海华发集团有限公司,10,AAA,03,2020-08-17,4.03,130
111094,20SZMC04,深圳市地铁集团有限公司,3,AAA,03,2020-08-17,3.54,130
111095,20SZMC05,深圳市地铁集团有限公司,3,AAA,03,2020-09-03,3.6,130
111096,20SZMC06,深圳市地铁集团有限公司,3,AAA,03,2020-09-08,3.7,130
111097,20SZMC07,深圳市地铁集团有限公司,3,AAA,03,2020-09-29,3.78,130
111098,20桂资01,广西投资集团有限公司,5,AAA,03,2020-11-17,4.3,130
111099,20SZMC08,深圳市地铁集团有限公司,3,AAA,03,2020-12-22,3.79,130
111100,20川交01,蜀道投资集团有限责任公司,5,AAA,03,2020-12-15,4.35,130
111101,21SZMC01,深圳市地铁集团有限公司,3,AAA,03,2021-02-05,3.59,130
111102,21SZMC02,深圳市地铁集团有限公司,5,AAA,03,2021-02-05,3.8,130
111103,21粤能01,广东省能源集团有限公司,3,AAA,03,2021-05-18,3.45,100
111104,21SZMC03,深圳市地铁集团有限公司,3,AAA,03,2021-07-22,3.25,130
111105,21SZMC04,深圳市地铁集团有限公司,5,AAA,03,2021-07-22,3.53,130
111106,21SZMC05,深圳市地铁集团有限公司,3,AAA,03,2021-08-31,3.05,130
111107,21SZMC06,深圳市地铁集团有限公司,5,AAA,03,2021-08-31,3.36,130
111108,22SZMC01,深圳市地铁集团有限公司,3,AAA,03,2022-03-02,2.7,100
111109,22横琴01,珠海大横琴集团有限公司,5,AAA,03,2022-04-25,3.57,130
111110,22横琴02,珠海大横琴集团有限公司,10,AAA,03,2022-04-25,4.28,130
111111,22仲恺债,惠州仲恺城市发展集团有限公司,7,AA,03,2022-06-20,3.52,130
111112,22珠华01,珠海华发集团有限公司,5,AAA,03,2022-10-26,3.78,130
111113,23杭高01,杭州高新国有控股集团有限公司,7,AAA,03,2023-03-27,3.3,130
111114,24穗铁01,广州地铁集团有限公司,15,AAA,03,2024-06-26,2.6,130
111115,24杭高02,杭州高新国有控股集团有限公司,7,,03,2024-07-25,2.12,130
111116,24穗铁02,广州地铁集团有限公司,15,AAA,03,2024-09-25,2.43,130
112001,08粤电债,广东电力发展股份有限公司,7,AAA,02,2008-03-27,5.5,190
112002,08中联债,中联重科股份有限公司,8,AA,02,2008-05-09,6.5,190
112003,08泰达债,天津泰达股份有限公司,5,AA+,02,2008-09-01,7.1,190
112004,08中粮债,中粮地产(集团)股份有限公司,10,AAA,02,2008-09-04,6.06,190
112005,08万科G1,万科企业股份有限公司,5,AAA,02,2008-09-18,5.5,190
112006,08万科G2,万科企业股份有限公司,5,AA+,02,2008-09-18,7,190
112007,09金街01,金融街控股股份有限公司,3,AA+,02,2009-09-15,4.7,190
112008,09金街02,金融街控股股份有限公司,5,AA+,02,2009-09-15,5.7,190
112009,09粤高债,广东省高速公路发展股份有限公司,5,AAA,02,2009-10-16,5.1,190
112010,09西煤债,山西西山煤电股份有限公司,5,AAA,02,2009-11-09,5.38,190
112011,09东药债,东北制药集团股份有限公司,5,AA,02,2009-12-03,7.05,190
112012,09美好债,美好置业集团股份有限公司,5,AA+,02,2009-11-20,7.05,190
112013,09亿城债,亿城投资集团股份有限公司,5,AA-,02,2009-12-03,8.5,190
112014,ST银基债,银基烯碳新材料股份有限公司,6,AA,02,2009-11-20,8,190
112015,09泛海债,泛海控股股份有限公司,5,AA,02,2009-12-18,7.2,190
112016,09宏润债,宏润建设集团股份有限公司,5,AA,02,2009-12-11,7.8,190
112017,09希望债,新希望六和股份有限公司,5,AA+,02,2009-12-25,6.1,190
112018,09津滨债,天津津滨发展股份有限公司,5,AA,02,2009-12-25,7.2,190
112019,09宜化债,湖北宜化化工股份有限公司,10,AA,02,2010-03-01,5.75,190
112020,10大亚债,大亚科技股份有限公司,5,AA,02,2010-03-10,6.3,190
112021,10南玻01,中国南玻集团股份有限公司,5,AA+,02,2010-11-10,5.33,190
112022,10南玻02,中国南玻集团股份有限公司,7,AA+,02,2010-11-10,5.33,190
112023,10煤气01,太原煤气化股份有限公司,5,AA+,02,2010-12-20,5.35,190
112024,10煤气02,太原煤气化股份有限公司,7,AA+,02,2010-12-20,5.5,190
112025,11珠海债,珠海港股份有限公司,8,AA,02,2011-03-25,6.8,190
112026,11新兴01,新兴铸管股份有限公司,5,AAA,02,2011-04-18,5.25,190
112027,11新兴02,新兴铸管股份有限公司,10,AAA,02,2011-04-18,5.39,190
112028,11冀能债,冀中能源股份有限公司,5,AAA,02,2011-06-03,4.9,190
112029,11软控债,软控股份有限公司,5,AA,02,2011-07-25,5.48,190
112030,11鲁西债,鲁西化工集团股份有限公司,7,AA,02,2011-08-05,6.18,190
112031,11晨鸣债,山东晨鸣纸业集团股份有限公司,5,AA+,02,2011-08-08,5.95,190
112032,11柳工01,广西柳工机械股份有限公司,5,AAA,02,2011-08-26,5.4,190
112033,11柳工02,广西柳工机械股份有限公司,7,AAA,02,2011-08-26,5.85,190
112034,11陕气债,陕西省天然气股份有限公司,8,AA+,02,2011-08-26,6.2,190
112035,11国脉债,国脉科技股份有限公司,7,AA,02,2011-08-26,6.8,190
112036,11三钢01,福建三钢闽光股份有限公司,7,AA,02,2011-08-26,6.7,190
112037,11万方债,焦作万方铝业股份有限公司,5,AA,02,2011-09-19,6.7,190
112038,11锡业债,云南锡业股份有限公司,7,AA+,02,2011-09-19,6.6,190
112039,11黔轮债,贵州轮胎股份有限公司,6,AA,02,2011-09-30,6.8,190
112040,11建能债,河北建投能源投资股份有限公司,6,AAA,02,2011-10-21,6.2,190
112041,11冀东01,唐山冀东水泥股份有限公司,7,AA+,02,2011-10-21,6.28,190
112042,11东控01,东莞发展控股股份有限公司,3,AA,02,2011-10-31,7.25,190
112043,11东控02,东莞发展控股股份有限公司,5,AA+,02,2011-10-31,7.4,190
112044,11中泰01,新疆中泰化学股份有限公司,7,AA+,02,2011-11-28,7.3,190
112045,11宗申债,重庆宗申动力机械股份有限公司,6,AA,02,2011-12-19,7.45,190
112046,11华孚01,华孚色纺股份有限公司,5,AA,02,2011-12-19,7.8,190
112047,11海大债,广东海大集团股份有限公司,5,AA,02,2011-12-19,7,190
112048,11凯迪债,凯迪生态环境科技股份有限公司,7,AA,02,2011-12-19,8.5,190
112049,11安泰01,安泰科技股份有限公司,5,AA,02,2011-12-19,6.4,190
112050,11报喜01,浙江报喜鸟服饰股份有限公司,5,AA,02,2011-12-19,7,190
112051,11报喜02,浙江报喜鸟服饰股份有限公司,7,AA,02,2011-12-19,7.4,190
112052,11许继债,许继电气股份有限公司,7,AA,02,2011-12-29,6.75,190
112053,11新筑债,成都市新筑路桥机械股份有限公司,5,AA,02,2011-12-29,8.5,190
112054,11鄂能债,湖北能源集团股份有限公司,3,AA+,02,2012-01-19,5.83,190
112055,11徐工01,徐工集团工程机械股份有限公司,5,AAA,02,2012-01-19,5.38,190
112056,11远兴债,内蒙古远兴能源股份有限公司,5,AA,02,2012-02-24,8,190
112057,11东磁债,横店集团东磁股份有限公司,5,AA+,02,2012-03-16,7,190
112058,11中粮01,中粮生物化学(安徽)股份有限公司,5,AA,02,2012-04-20,6.8,190
112059,11联化债,联化科技股份有限公司,7,AA,02,2012-03-16,7.3,190
112060,12金风01,新疆金风科技股份有限公司,3,AA+,02,2012-03-16,6.63,190
112061,11超日债,协鑫集成科技股份有限公司,5,AA,02,2012-04-20,8.98,190
112062,12新都债,成都云图控股股份有限公司,5,AA,02,2012-04-13,7.35,190
112063,11常山债,石家庄常山纺织股份有限公司,3,AA,02,2012-04-13,8.2,190
112064,12隆平债,袁隆平农业高科技股份有限公司,5,AA,02,2012-06-01,7.18,190
112065,12柳工债,广西柳工机械股份有限公司,5,AAA,02,2012-04-26,5.2,190
112066,11西建债,新疆西部建设股份有限公司,5,AA,02,2012-04-26,7.5,190
112067,11冀东02,唐山冀东水泥股份有限公司,8,AA+,02,2012-04-26,5.58,190
112068,11棕榈债,棕榈生态城镇发展股份有限公司,5,AA,02,2012-04-26,7.3,190
112069,12明牌债,浙江明牌珠宝股份有限公司,5,AA,02,2012-04-26,7.2,190
112070,12中泰债,新疆中泰化学股份有限公司,7,AA+,02,2012-04-26,6.5,190
112071,11智光债,广州智光电气股份有限公司,5,AA,02,2012-06-01,7.98,190
112072,ST湘鄂债,中科云网科技集团股份有限公司,5,AA,02,2012-05-15,6.78,190
112073,ST三钢02,福建三钢闽光股份有限公司,7,AA,02,2012-05-15,6.88,190
112074,12华茂债,安徽华茂纺织股份有限公司,5,AA,02,2012-05-15,6.3,190
112075,12雅致01,深圳市新南山控股(集团)股份有限公司,5,AA+,02,2012-05-15,6.5,190
112076,12雅致02,深圳市新南山控股(集团)股份有限公司,7,AA+,02,2012-05-15,6.7,190
112077,12天沃债,苏州天沃科技股份有限公司,5,AA,02,2012-05-15,7,190
112078,12太钢01,山西太钢不锈钢股份有限公司,5,AAA,02,2012-05-15,5.2,190
112079,12长安债,重庆长安汽车股份有限公司,5,AAA,02,2012-06-01,5.3,190
112080,12万向债,万向钱潮股份有限公司,5,AA+,02,2012-06-01,6,190
112081,11新野01,河南新野纺织股份有限公司,5,AA,02,2012-06-21,7.1,190
112082,11赤湾01,深圳赤湾港航股份有限公司,5,AA+,02,2012-06-01,5.28,190
112083,11国星债,佛山市国星光电股份有限公司,5,AA,02,2012-06-21,6.8,190
112084,ST万家债,广东万家乐股份有限公司,5,AA,02,2012-06-21,7.4,190
112086,12圣农01,福建圣农发展股份有限公司,6,AA,02,2012-06-21,5.5,190
112087,12中富01,珠海中富实业股份有限公司,3,AA,02,2012-06-21,5.28,190
112088,12富春01,浙江富春江环保热电股份有限公司,5,AA,02,2012-08-02,6.7,190
112089,12万丰01,浙江万丰奥威汽轮股份有限公司,5,AA,02,2012-06-21,5.4,190
112090,12中兴01,中兴通讯股份有限公司,3,AAA,02,2012-07-16,4.2,190
112092,12海药债,海南海药股份有限公司,5,AA,02,2012-07-16,5.2,190
112093,11亚迪01,比亚迪股份有限公司,5,AA+,02,2012-07-16,5.25,190
112094,11中利债,江苏中利集团股份有限公司,5,AA+,02,2012-08-02,6.7,190
112095,12康盛债,浙江康盛股份有限公司,5,AA-,02,2012-08-02,7.8,190
112096,12国创债,湖北国创高新材料股份有限公司,5,AA+,02,2012-08-02,6.2,190
112097,12亚厦债,浙江亚厦装饰股份有限公司,5,AA,02,2012-08-22,5.2,190
112098,11新野02,河南新野纺织股份有限公司,5,AA,02,2012-08-22,5.88,190
112099,12乐视02,乐视网信息技术(北京)股份有限公司,3,AA-,02,2012-08-22,8.5,190
112100,12盾安债,浙江盾安人工环境股份有限公司,5,AA,02,2012-09-21,5.7,190
112101,12安泰债,安泰科技股份有限公司,5,AA,02,2012-08-22,5.5,190
112102,12大康债,湖南大康国际农业食品股份有限公司,5,AA,02,2012-09-21,7.3,190
112103,12海型债,芜湖海螺型材科技股份有限公司,5,AAA,02,2012-09-21,5,190
112104,12太钢02,山西太钢不锈钢股份有限公司,3,AAA,02,2012-09-21,4.8,190
112106,12太钢03,山西太钢不锈钢股份有限公司,5,AAA,02,2012-09-21,5.1,190
112107,12云内债,昆明云内动力股份有限公司,6,AA+,02,2012-10-23,6.05,190
112108,12舜天债,江苏舜天船舶股份有限公司,7,AAA,02,2012-10-23,6.6,190
112109,ST南糖债,南宁糖业股份有限公司,7,AA,02,2012-10-23,7.25,190
112110,ST东锆债,广东东方锆业科技股份有限公司,7,AA,02,2012-11-20,7.46,190
112111,12深机01,深圳市机场股份有限公司,3,AAA,02,2012-11-20,4.99,190
112112,12江泥01,江西万年青水泥股份有限公司,5,AA,02,2012-11-20,7.05,190
112113,12冀东01,唐山冀东水泥股份有限公司,5,AA+,02,2012-12-11,5.65,190
112114,12冀东02,唐山冀东水泥股份有限公司,7,AA+,02,2012-12-11,5.9,190
112115,12冀东03,唐山冀东水泥股份有限公司,10,AA+,02,2012-12-11,6,190
112116,12中桥债,江苏中泰桥梁钢构股份有限公司,5,AA,02,2012-11-20,7.2,190
112117,12福发债,航天工业发展股份有限公司,6,AA,02,2012-11-20,7,190
112118,12金螳01,苏州金螳螂建筑装饰股份有限公司,5,AA+,02,2012-11-27,5,190
112119,12恒邦债,山东恒邦冶炼股份有限公司,5,AA,02,2012-11-27,6.3,190
112120,12联发债,江苏联发纺织股份有限公司,5,AA,02,2012-11-20,6.2,190
112121,12景兴债,浙江景兴纸业股份有限公司,7,AA,02,2012-12-11,7.38,190
112122,12建峰债,重庆建峰化工股份有限公司,7,AA,02,2012-12-11,6.39,190
112123,12中山01,中山公用事业集团股份有限公司,7,AA+,02,2012-12-11,5.5,190
112124,11徐工02,徐工集团工程机械股份有限公司,5,AAA,02,2012-12-25,4.89,190
112125,ST海翔债,浙江海翔药业股份有限公司,3,AA-,02,2012-11-27,5.6,190
112126,12科伦01,四川科伦药业股份有限公司,5,AA+,02,2012-11-27,5.6,190
112127,12华西债,华西能源工业股份有限公司,5,AA,02,2012-12-11,6,190
112128,12湘金01,湖南辰州矿业股份有限公司,7,AA+,02,2012-12-24,5.7,190
112129,ST华锦债,北方华锦化学工业股份有限公司,5,AA+,02,2012-12-24,5.6,190
112130,12华包债,佛山华新包装股份有限公司,5,AA,02,2013-01-09,5.8,190
112131,ST露笑债,露笑科技股份有限公司,3,AA,02,2012-12-11,6.8,190
112133,12亚夏债,亚夏汽车股份有限公司,5,AA,02,2013-01-09,6.88,190
112134,12合兴债,厦门合兴包装印刷股份有限公司,5,AA,02,2012-12-24,6.25,190
112135,12蓝标01,北京蓝色光标品牌管理顾问股份有限公司,3,AA,02,2012-12-24,7.9,190
112136,12勤上01,东莞勤上光电股份有限公司,7,AA,02,2013-02-04,6.38,190
112137,12康得债,康得新复合材料集团股份有限公司,5,AA,02,2013-02-08,5.9,190
112138,12苏宁01,苏宁云商集团股份有限公司,5,AAA,02,2013-01-24,5.2,190
112139,12北新债,新疆北新路桥集团股份有限公司,6,AA,02,2013-02-04,5.78,190
112140,12基地债,深圳赤湾石油基地股份有限公司,7,AA+,02,2013-01-09,5.78,190
112141,12金王债,青岛金王应用化学股份有限公司,5,AA-,02,2013-02-04,7.5,190
112142,12格林债,深圳市格林美高新技术股份有限公司,8,AA,02,2013-01-24,6.65,190
112143,12粤电01,广东水电二局股份有限公司,6,AA,02,2013-02-08,5.5,190
112144,12晨鸣债,山东晨鸣纸业集团股份有限公司,5,AA+,02,2013-02-04,5.65,190
112145,13荣信01,梦网荣信科技集团股份有限公司,5,AA,02,2013-02-08,5.9,190
112146,12希努01,希努尔男装股份有限公司,5,AA,02,2013-02-08,5.85,190
112148,12光电债,中航光电科技股份有限公司,5,AA+,02,2013-02-28,5.08,190
112149,12芭田债,深圳市芭田生态工程股份有限公司,5,AA,02,2013-03-08,5.8,190
112150,12银轮债,浙江银轮机械股份有限公司,5,AA,02,2013-03-21,5.89,190
112151,13秦川债,陕西秦川机械发展股份有限公司,5,AA,02,2013-03-21,5.65,190
112152,12亚达债,飞亚达(集团)股份有限公司,5,AA+,02,2013-03-29,5.04,190
112153,12科伦02,四川科伦药业股份有限公司,5,AA+,02,2013-04-11,5.4,190
112154,12盐湖01,青海盐湖工业股份有限公司,7,AAA,02,2013-04-24,4.99,190
112155,ST正邦债,江西正邦科技股份有限公司,5,AA,02,2013-05-22,5.69,190
112156,12中顺债,中顺洁柔纸业股份有限公司,5,AA,02,2013-04-11,5.53,190
112157,12科陆01,深圳市科陆电子科技股份有限公司,5,AA,02,2013-04-11,5.89,190
112158,12民生债,西安民生集团股份有限公司,3,AA,02,2013-05-24,5.7,190
112159,12金刚债,广东金刚玻璃科技股份有限公司,3,A+,02,2013-03-29,8.5,190
112160,ST毅昌01,广州毅昌科技股份有限公司,5,AA,02,2013-05-09,5.95,190
112161,13传化债,传化智联股份有限公司,5,AA,02,2013-04-11,5.6,190
112162,12粤电债,广东电力发展股份有限公司,7,AAA,02,2013-05-24,4.95,190
112163,ST黑牛债,黑牛食品股份有限公司,5,AA,02,2013-05-22,5.8,190
112164,12河钢01,河北钢铁股份有限公司,3,AAA,02,2013-05-09,4.9,190
112165,12德豪债,广东德豪润达电气股份有限公司,5,AA,02,2013-05-13,5.95,190
112166,12河钢02,河钢股份有限公司,5,AAA,02,2013-05-09,5.16,190
112167,12莱士债,上海莱士血液制品股份有限公司,5,AA,02,2013-04-24,5.6,190
112168,ST三维债,三维通信股份有限公司,5,AA,02,2013-04-24,6.4,190
112169,ST中财债,北京中科金财科技股份有限公司,5,AA,02,2013-05-09,6.7,190
112170,12濮耐01,濮阳濮耐高温材料(集团)股份有限公司,5,AA,02,2013-05-22,5.8,190
112171,12久联债,贵州久联民爆器材发展股份有限公司,7,AA,02,2013-05-24,5.8,190
112172,13普邦债,广州普邦园林股份有限公司,5,AA,02,2013-07-12,5.5,190
112173,ST南港债,南京港股份有限公司,5,AA,02,2013-06-07,6.15,190
112174,13广田01,深圳广田集团股份有限公司,5,AA,02,2013-05-22,5.7,190
112175,13三九01,华润三九医药股份有限公司,5,AA+,02,2013-05-24,4.6,190
112176,ST大立债,浙江大立科技股份有限公司,3,AA+,02,2013-06-07,6.19,190
112177,13围海债,浙江省围海建设集团股份有限公司,5,AA-,02,2013-07-05,6.9,190
112178,ST墨龙01,山东墨龙石油机械股份有限公司,3,AA,02,2013-07-23,5.2,190
112179,13南洋债,南洋天融信科技集团股份有限公司,7,AA,02,2013-07-23,6,190
112180,12奥飞债,奥飞娱乐股份有限公司,5,AA,02,2013-07-23,5.2,190
112188,13渤租债,渤海金控投资股份有限公司,5,AA+,02,2013-10-11,6,190
112189,12瑞泽债,海南瑞泽新型建材股份有限公司,5,AA+,02,2013-11-15,7,190
112190,11亚迪02,比亚迪股份有限公司,5,AA+,02,2013-11-15,6.35,190
112192,13赤湾01,深圳赤湾港航股份有限公司,5,AA+,02,2013-11-26,5.6,190
112193,13美邦01,上海美特斯邦威服饰股份有限公司,5,AA,02,2013-12-09,7.2,190
112196,13苏宁债,苏宁易购集团股份有限公司,6,AAA,02,2013-12-09,5.95,190
112198,14欧菲债,深圳欧菲光科技股份有限公司,3,AA,02,2014-04-21,7.9,190
112199,14铁岭债,铁岭新城投资控股股份有限公司,5,AA,02,2014-07-07,8.45,190
112201,14机电01,中航工业机电系统股份有限公司,5,AAA,02,2014-05-23,6.2,190
112202,14嘉杰债,上海嘉麟杰纺织品股份有限公司,5,AAA,02,2014-04-21,7.5,190
112203,14北农债,北京大北农科技集团股份有限公司,5,AA+,02,2014-06-13,7.24,190
112204,14好想债,好想你健康食品股份有限公司,5,AA,02,2014-07-01,8.5,190
112207,14锦龙债,广东锦龙发展股份有限公司,3,AA,02,2014-08-01,6.68,190
112208,14华邦01,华邦生命健康股份有限公司,5,AA,02,2014-08-20,6.58,190
112209,14雏鹰债,雏鹰农牧集团股份有限公司,5,AA-,02,2014-09-10,8.8,190
112210,14金禾债,安徽金禾实业股份有限公司,3,AA,02,2014-08-20,7.18,190
112211,14搜特01,搜于特集团股份有限公司,5,AA,02,2014-08-08,7.8,190
112212,14中山债,中山公用事业集团股份有限公司,3,AA+,02,2014-09-10,5.75,190
112213,14中超债,江苏中超控股股份有限公司,5,AA,02,2014-08-08,7.2,190
112214,14杰赛债,广州杰赛科技股份有限公司,5,AA,02,2014-08-20,6.93,190
112215,14万马01,浙江万马股份有限公司,5,AA,02,2014-10-23,7.2,190
112216,14欣旺01,欣旺达电子股份有限公司,5,AA-,02,2014-10-17,8.2,190
112217,14东江01,东江环保股份有限公司,5,AA,02,2014-09-10,6.5,190
112219,14渝发债,重庆渝开发股份有限公司,5,AAA,02,2014-10-17,6.3,190
112220,14福星01,湖北福星科技股份有限公司,5,AA,02,2014-10-17,9.2,190
112221,14万里债,浙江万里扬股份有限公司,5,AA,02,2014-10-17,7.4,190
112222,14荣盛债,荣盛石化股份有限公司,3,AA,02,2015-02-05,7,190
112223,14江泥01,江西万年青水泥股份有限公司,5,AA,02,2014-10-23,6.85,190
112224,14兴蓉01,成都市兴蓉环境股份有限公司,5,AA+,02,2014-10-23,5.49,190
112225,14恒运01,广州恒运企业集团股份有限公司,5,AA,02,2014-11-03,5.78,190
112226,14科陆01,深圳市科陆电子科技股份有限公司,5,AA,02,2014-11-21,7,190
112227,14利源债,吉林利源精制股份有限公司,5,AA,02,2014-12-03,6.5,190
112228,14怡亚债,深圳市怡亚通供应链股份有限公司,5,AA,02,2014-11-21,7,190
112229,14白药01,云南白药集团股份有限公司,7,AAA,02,2015-01-14,5.08,190
112230,14司尔01,安徽省司尔特肥业股份有限公司,5,AA,02,2014-11-21,6.5,190
112231,14金贵债,郴州市金贵银业股份有限公司,5,AA,02,2014-12-12,7.05,190
112233,14漳发债,福建漳州发展股份有限公司,5,AA,02,2015-01-14,7.2,190
112234,14中弘债,中弘控股股份有限公司,3,AA-,02,2015-03-23,9.9,190
112235,15福星01,湖北福星科技股份有限公司,5,AA,02,2015-02-09,7.5,190
112236,15本钢01,本钢板材股份有限公司,3,AAA,02,2015-05-26,5.17,190
112237,15辉煌01,河南辉煌科技股份有限公司,3,AA-,02,2015-05-14,9,190
112238,15振业债,深圳市振业(集团)股份有限公司,3,AA,02,2015-04-09,5.2,190
112239,15沃尔债,深圳市沃尔核材股份有限公司,3,AA+,02,2015-05-29,6.5,190
112240,15华联债,新华联文化旅游发展股份有限公司,7,AA+,02,2015-05-14,7.5,190
112241,15广田债,深圳广田集团股份有限公司,5,AA,02,2015-05-26,5.99,190
112242,15岭南债,岭南园林股份有限公司,5,AA+,02,2015-07-29,6.8,190
112243,15东旭债,东旭光电科技股份有限公司,5,AA,02,2015-07-08,6,190
112245,15顺鑫01,北京顺鑫农业股份有限公司,5,AA,02,2015-06-30,4.5,190
